V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200
-0.063832446,0.108397501,2.77290971,1.44899547,-0.903062437,1.781750822,0.554110301,-2.773317179,0.329971947,-0.140604079,-2.175001278,-3.78182993,-1.177622974,4.431821576,-1.039809668,-0.605491952,1.741914689,1.600017504,0.525066484,3.041375365,-0.765045272,-0.438655914,1.205844065,4.187756024,0.973527119,-0.541793899,1.638652396,3.889439344,-1.246517962,1.328073058,-1.75243741,-0.497168048,-2.234717468,-1.659380292,-3.761368442,-2.396039886,0.149062695,-2.35607012,-1.177871723,-1.107105885,-1.948080573,-1.2905417,0.438753539,-3.248537483,-2.470408342,-0.418959763,-2.564648199,-6.789769236,0.628966452,-1.354761104,0.079011622,0.510075846,0.26988399,-0.993761641,-2.222869839,0.300109582,0.089717522,-2.66652065,-0.021847715,3.131742368,2.166239232,-1.754419935,-3.047226023,-1.505675127,-0.924975917,1.194041319,-1.352612348,2.777274692,1.620624929,-0.06068528,-0.533902584,0.752367718,-0.527628435,1.278373595,-2.053868971,-0.349729461,-3.051834425,-0.105069035,-0.805902947,0.508635218,1.279931231,-2.130107915,4.47579836,2.669345873,0.942122363,2.268736307,-0.606739403,0.001614649,2.700747723,-4.911943676,0.597709383,-1.20536015,1.471254165,-0.901635492,-0.337172208,2.660738508,-2.298055524,-0.15489089,0.506264368,1.492498925,-2.634210808,-0.074660156,-0.58996822,-1.035568892,-0.084929232,0.486742974,0.0189443,-0.723808141,1.31184196,1.430220905,0.372771085,-0.639460677,-2.278425926,1.390263625,-5.702747462,1.89294056,2.999263089,2.440802313,-2.03089847,-4.374609975,1.614008454,0.595852965,-0.754898352,-0.85172068,-1.092806437,-3.936521639,2.998657233,-1.448030286,0.384018283,0.395549856,2.517196167,-3.92608217,-1.584568551,1.008633973,2.943050055,0.199900241,2.280144057,0.442072359,1.106802746,-1.821938082,-2.043747184,-3.03077987,-3.015239197,0.342478444,-2.340396667,-0.402625007,-0.712658291,-1.256273351,1.802521824,0.671090447,-0.894799265,2.234423473,3.376650933,-4.304484942,0.087809722,-2.398988045,-1.219620023,-0.555677499,-2.950746046,-1.783329695,2.268219784,-1.108876762,-0.115032789,-1.250313455,-1.062210717,-2.701395094,-0.074365119,0.317874409,-0.059382795,1.531596113,2.111134307,0.15635525,-3.7449213,3.327466683,-0.938670682,2.181814233,-0.209281243,-0.86684356,0.076374632,-1.498831534,-0.772835056,-1.609568487,1.064367888,1.128606932,-0.371360865,1.053941984,-3.043507829,1.996988676,-2.579551854,0.750939364,0.389423802,-0.345726465,2.23051056,-0.197184174,-1.567578505,-0.52302947,2.13516856,-2.070125011,-1.895634187,1.320633022
0.043440157,-0.001880398,-1.324370608,-2.520425889,-0.279278691,1.541713407,0.567370967,-1.86277909,1.103184301,1.987732876,1.354572675,-0.224977272,1.018171558,1.757302378,0.379141429,0.138298527,-0.628187246,4.7509753,1.108496137,1.853472766,2.847674088,-1.539280876,0.97172325,-0.508471731,1.11295842,1.051186213,0.903668596,-2.343826745,2.826351619,-0.290500017,0.090567377,1.258818193,-1.405726949,-0.282520219,2.619657418,1.225946697,-2.624260827,1.700541017,-2.016297589,-1.383992434,-0.026490901,0.360129224,3.190341847,-1.195418437,-2.676821915,-1.040287449,-0.331077942,-0.522087795,2.074409402,-2.223968636,-4.099847176,0.100265994,1.536284537,-2.12069684,0.775016991,2.470912212,-3.004330345,-2.575785923,2.862134079,-0.118143257,-3.065891413,0.856486438,-3.527813429,-1.276049532,-4.714600393,-3.377386775,0.393467844,-2.150662827,-1.490927166,1.500179584,-2.264114952,-2.520510179,-0.389453057,-2.317512264,-2.105370094,0.923292778,-1.642673518,-0.01987747,-0.982248807,-0.446091465,3.225153929,-0.256186821,2.115647404,-2.27489352,-0.570755186,3.713026722,-3.398289872,-1.274425586,3.403612197,-1.710829265,-5.527576272,-0.649163902,-2.435836067,-0.151580365,3.600341382,3.126101048,2.514097176,-2.54211836,0.434384509,-1.038006232,0.735567923,-4.278272472,0.89339314,-1.517153403,-0.056272441,3.176281622,1.27674407,0.884368134,0.196378412,-4.687265265,-1.606572739,3.286916154,1.151713539,-1.427261591,-0.074745387,-3.203836042,1.015871341,0.700314788,-4.336469882,0.78008459,1.528961439,1.107390683,1.510958223,-0.291695726,-0.6513242,-0.928081869,0.858081599,-1.495281537,1.12503381,-0.393561924,2.527816094,-1.525803663,-0.671675199,0.00610503,2.132648939,3.570096778,-2.827439816,-2.403769242,2.093637733,1.957469439,-0.533690524,3.707823848,-0.764765513,2.661500269,-0.466137431,-0.305423978,2.849728996,0.111216156,-2.051361759,-0.804629812,2.553771201,-0.608455953,-0.296993197,0.125061916,1.869903703,-1.914002927,0.554851645,2.021609824,2.95792539,0.736816676,-1.564282588,-0.245282802,0.365315764,0.393370353,0.497247506,2.439196816,0.650118397,-1.198610615,-1.914052248,1.466844261,0.385146815,2.69750916,0.845116263,1.496205552,0.589912756,1.57593348,-1.432580401,2.006455345,-2.331659665,-0.341407881,-1.606353286,-0.891025177,2.264174406,-0.751456992,-1.465811871,-0.380480538,0.226213008,-2.193486133,-1.699431263,-2.317081976,-0.089179244,1.30003048,4.407454472,1.140314992,-4.408012529,2.24845326,2.919365984,1.175668755,-1.8878215,1.764556293
-0.03462875,0.065135315,0.381229811,-4.114918422,-1.305630103,2.441183052,-0.556793136,-3.221292059,3.148978299,-2.515633424,-0.624709755,2.208994224,-0.597014937,2.128251804,-3.54608463,2.11198023,-2.21008283,0.047592817,-2.879870114,-1.678889496,0.213169539,0.683624951,0.50146819,0.281207832,-1.455091285,1.691317016,-2.068026002,3.326867144,-1.871477179,0.153377016,-4.275550793,3.679007355,-2.098103554,-0.633834336,-1.960359206,-0.184180021,-0.293621033,-3.273114074,-0.140228863,1.549990142,-1.11472138,0.262490343,0.000247709,0.428508242,0.162375101,3.360789425,0.456659192,0.271171893,0.691001318,4.517537655,3.286902203,2.026204561,3.947216351,0.454794255,2.445237971,-0.269612372,-5.15121603,-3.234777588,-0.438500345,-2.901377458,2.97742108,-2.024616937,-0.036066585,-2.816277452,0.631608138,-0.538193935,-0.06807842,2.203290719,-1.663264995,3.466305766,-1.571176658,1.474791277,1.688372781,1.313631552,1.849860323,2.692932559,1.933971216,1.556675022,-4.92073943,-2.90026034,2.353583348,1.997847361,0.200310784,0.13392525,-1.096729481,2.142892524,-0.92319423,-3.980169226,-1.669057323,-2.477616833,-1.006352741,-1.339437619,4.105765116,2.867540861,-2.264590441,-0.742107792,-2.259070721,-1.451743489,-2.822400486,-0.637718921,2.417373703,-0.121657301,2.010402811,1.373502951,0.746467866,0.761724727,0.535683588,-1.115086618,-3.357188255,-1.21383072,-2.302268331,1.504067101,0.849268903,-3.244463088,-0.196422822,0.904752791,2.659938114,0.579754822,0.218870601,0.407533854,-0.886148892,0.948056971,-1.734278828,0.799688877,-1.048680724,1.31306781,-1.788736875,-4.169261204,-0.15453845,-1.515478127,-2.467640278,-1.605117914,0.170614353,-3.189831327,1.012825031,2.522981788,-0.913023293,2.452491979,2.464709863,0.878081876,-1.389854046,-0.655186955,-2.728512127,-2.664985726,3.006304069,-1.008452946,-1.568746629,0.43911033,3.441191926,0.796780844,2.088841188,-1.204356221,-3.266380862,0.226050699,-1.897041303,-4.485010257,1.29696647,1.787407021,-2.265630621,1.10486428,3.928556274,-0.865149525,-2.138872387,-1.281685665,4.535229589,1.602114715,-3.303014563,1.618399711,0.41106701,-5.365825635,-1.019992651,1.253523621,0.206218514,0.807886607,2.876264937,0.853112897,-3.790274306,1.471400342,0.608386356,0.328541043,-0.236749252,0.962077615,0.69880118,-1.039526181,3.256001999,-1.660393266,5.837103311,0.625402642,0.896438528,2.167391453,-0.230349936,-1.537786907,0.611406595,-2.288567872,0.807523529,-1.880017238,-0.604509843,1.224805461,-0.292184779,-0.261176203
-0.102922868,0.132075591,1.853959512,-2.544532249,-2.031887002,-2.403559043,2.394819116,1.900232109,1.861751133,0.596769039,-3.018236894,-0.699377166,-0.126273932,1.81074997,-1.480595279,-1.935020558,0.059173885,-2.212125311,2.724733879,2.305751722,-0.040514484,-0.139449764,0.865702052,-0.666031823,-1.825582357,2.081179685,0.099205486,-2.737424025,-1.256268046,0.383288121,-1.840023936,-0.871031246,-0.218937494,2.04708085,0.14266554,1.482220299,-2.128728714,1.073528621,1.260835404,0.545074495,2.640110854,1.94861078,-1.928249684,-1.914500473,1.10983658,-2.176089861,-0.422141748,-1.542488955,4.20047157,-1.115630499,0.025283594,-0.765867255,2.90698579,-0.740819307,1.922625667,-0.545988701,1.433822118,1.57005333,-2.247329716,-1.09385685,0.1662082,-0.886358184,-0.575113279,0.629075528,2.80566902,-0.030910017,-0.030919222,-1.262525901,1.097648609,1.810667433,1.252804646,1.545031987,2.161539804,3.302899465,1.013577577,1.47162442,2.151807966,2.338698316,-2.775895599,2.271157799,-1.111711188,1.046738164,-0.723581384,-0.378020686,0.251906728,-0.457739882,-1.386727206,0.054195332,2.547377895,-1.376430371,1.839556226,-1.365181481,0.306782047,-2.634248108,1.757725051,1.699625382,2.408719078,2.198162255,-2.167621432,2.884299581,-0.429932207,1.220520119,-3.566779268,-0.950529122,1.027474303,1.706016331,2.824316921,0.950478467,-2.056468941,-1.212117584,-0.360775981,-1.013552149,0.359766245,0.757453603,1.688095441,-1.641088586,0.704749788,0.668765499,4.144095853,-2.858181402,-1.543394355,-0.397416202,-0.909742486,1.900002255,-1.03358748,0.814312119,-2.603469479,-1.85791204,-0.928260766,3.102371394,-2.490706494,0.430735883,-1.293938275,-1.820446278,-0.966269345,0.234151789,-0.759294554,2.211523853,1.266931803,1.481858971,0.642200418,-0.494561141,1.81376053,-0.833083743,0.312984961,0.838732282,1.681622372,-3.339471732,-5.285723818,-1.003772919,3.834888292,-0.667323246,2.122171473,-3.554306419,0.627678454,-1.02986754,0.247237284,-4.018771317,0.236917615,1.197569648,-1.141976374,-0.375625177,0.869574649,2.879977342,0.050446992,1.480851755,-3.559836432,0.495719979,2.566905687,2.017479432,0.801980406,1.081983965,-1.087084885,-2.024552384,1.332883638,-1.152937212,-2.484626842,-1.971327219,1.83152781,-1.352065502,-6.157388999,0.440118811,0.682457121,0.400111847,1.55300847,2.775121799,-3.289730936,-0.537755668,0.380550395,-1.809597762,1.468429126,0.757393494,0.565662219,-0.996511122,2.58812,3.953505366,0.408612314,-0.945444984,1.58337654,1.764966408
0.03518901,0.083548497,2.146030316,-1.25319225,-2.461625051,-0.781705451,-0.881628604,-1.045778585,0.783830715,-2.944979902,-0.617101221,1.564686795,-2.017267565,0.442629699,-1.485217841,-1.238765267,0.461591529,2.865111395,1.586264317,1.941779887,0.423147115,-0.760163786,-1.003481214,0.097780171,2.093917776,-3.074929151,-1.738493995,-1.268531077,-4.0306492,-1.472099839,1.942376312,-0.708072867,-0.838945577,-1.732073145,1.575488694,-2.133379121,0.423084092,-1.289219486,-1.230339608,-0.086648336,0.677814709,1.042074879,0.937512314,-3.288865203,2.392408069,1.964518933,0.071109174,1.762969006,0.701089097,1.390685746,1.694103932,0.964373033,-2.036156401,4.085851676,2.468153403,-3.095364506,-2.058878919,0.062272317,-0.197510338,0.082931495,1.96233967,-0.714630856,-0.222991404,0.516010511,2.257476008,-1.018781005,-2.717987845,0.585365281,1.495162553,-1.869363271,1.656480558,5.197598094,0.223545127,0.21050066,2.751601818,-2.693426745,-0.398082089,2.243275519,1.902220148,-4.720017385,-1.659467314,2.498746431,1.334104625,2.65570529,0.077869579,-3.375306487,-1.393416671,1.287643171,3.650990833,-0.241399678,-2.242183832,-1.360602453,2.144142595,-1.48807697,0.870303802,0.692822474,-0.714005583,-4.807255031,-0.882579775,1.695376527,0.72677787,-0.298868521,-0.590013416,-0.023877317,-0.301657665,-0.55682707,0.534291485,1.402598131,-2.553927994,-0.792066284,-1.697899384,0.786660737,2.741415036,-1.027293462,0.446784131,0.005393543,-2.674861848,-1.296337471,0.340108224,0.312257659,-0.045774761,-1.364593209,0.008477567,3.609354044,0.125049192,-2.239069502,-2.906960367,-0.464953798,-0.950995347,0.965075882,3.115029887,0.841415286,-2.474853732,-0.771153803,1.856984392,0.685641593,-2.195471837,2.589738687,-0.989688226,-1.340185069,-0.294543227,-1.756881776,1.795167704,0.644895208,-0.500433821,-1.533473585,-0.938684177,1.083443467,-0.520180775,-0.651525613,0.317118215,-0.592750103,5.683178794,-0.534035599,5.553505235,-0.685282472,1.553509888,1.203413439,-2.653665326,-2.275327836,2.253949882,-4.719301336,-1.772188474,-1.918916059,2.028996604,-4.234276034,0.266335537,-1.253297515,1.369730487,3.727589241,-0.415155812,-0.878674395,-1.847722816,-0.59681853,-1.172263789,0.966962878,2.225525783,-1.150282875,3.063248299,-0.348947352,0.579380981,1.718289322,-1.079203271,-3.114738003,-0.779411689,0.237788026,-2.24993728,2.337214221,-4.659793424,1.12423895,1.155620288,-4.789749218,-0.906215554,-1.379211853,4.313857987,-1.500783791,-3.940095592,0.100823484,-0.859765126,0.540250469
-0.048568876,-0.07029117,-2.994082846,3.465485364,-6.472733516,-2.688753961,3.378167399,-0.951359683,0.75622155,3.444574391,-0.809686577,-1.695987919,0.411482613,-1.333026455,0.01821509,-0.597031299,-2.2256782,0.405576626,0.605877679,-0.29374854,1.928898175,-2.573394663,0.641284211,1.877417731,-0.13780822,-2.989448874,2.415638147,-2.525737062,1.749728405,1.351536799,-0.273869445,-1.57083407,3.768726829,-2.825884651,-2.025010542,1.067860738,-2.01811915,4.57915964,0.489152893,-1.862979294,0.887368087,-1.299057826,-0.420640941,0.666886148,-0.804168954,-1.450856775,0.067397043,1.931311376,-0.335791875,1.215577034,-1.435296348,1.177199015,-1.329376529,-1.451951188,2.812203597,1.014634769,-0.78307944,1.433678358,-1.609127967,-0.099357282,-1.296603322,0.165672275,-4.328105822,0.622124423,2.746659569,-0.848947287,-1.200558247,1.860570064,-2.504558764,-0.200488546,-0.422161122,-2.331811625,2.246013931,-2.417972839,0.501655985,-0.804758773,0.871840748,1.841387888,-0.400347753,-0.474340642,1.992609748,-1.690784166,-0.475733165,3.986226336,1.098483326,1.8199432,-3.152095698,0.14947529,-0.025507661,-0.75411361,-0.054933677,1.823050704,2.370289436,-1.065612146,-1.623236273,-1.645042632,4.278534578,1.632477996,-2.87281561,1.142675177,-1.936687934,2.40880833,2.93954656,-0.257012926,0.395191235,0.227249798,-1.415534385,4.268784472,-1.015237738,1.846572862,-1.835923212,-2.162223815,-2.29189383,1.657527213,1.19158679,-0.607035909,-0.358939318,2.641758523,-0.881888662,-1.447456279,0.159370002,-3.259442932,3.044716969,0.25710923,-1.14041525,2.094034621,-1.406074425,1.201401812,0.020696223,0.925676195,1.673501481,-1.527577755,-5.030265836,0.470065317,-2.309071277,4.677743207,-1.357570329,-4.825352103,2.292801925,0.900392628,-1.062076375,0.63515376,-0.125826889,2.003963171,1.267635791,3.002543413,2.19513589,0.751780385,-0.429913266,-0.471279613,0.778932461,1.465589391,-1.948162437,0.636691561,-0.435624239,1.545150433,-0.832707189,-1.368048847,3.167348297,-3.260597916,1.415417449,-3.116767506,0.287775159,0.649049685,-2.295082947,0.143921772,-0.316250121,-0.818053761,1.522563036,-2.045610951,-1.638972896,1.998358338,-0.330377559,-1.105121525,-0.872105117,-2.938664845,4.753316431,1.82353107,-0.598913492,1.906370611,0.949029361,0.782743447,-3.280286586,0.53496331,2.938426851,-1.133609827,4.489229112,0.420351923,-0.601862642,1.374757711,-3.17821275,1.024988766,4.258749829,1.024297056,-0.701888709,0.479234848,0.443005142,-2.306224886,2.790951901,-1.187456807
0.079509755,-0.132560563,-0.005877285,-0.447297645,0.0805726,-2.922391036,1.267781997,0.391702726,-0.632914181,-2.34491933,-1.368141837,-1.256045343,1.665643732,-2.182074056,-0.043796672,-2.082173694,-2.49615971,1.547172506,-0.075789983,0.917979718,0.99884381,-4.485956506,-2.471917609,-0.094911074,-2.93124661,-0.449440834,0.474899325,1.182669636,3.137782181,0.445657321,-0.130124912,-2.627172436,-1.924789793,0.424622418,-0.127569251,-4.155322676,-0.451926625,-2.430172086,0.462629949,1.575888923,3.507176804,1.157381298,-0.124980727,-1.631535912,-1.861217431,2.418833011,0.484862852,1.714305999,-1.452455325,-0.532887358,1.033870597,0.489511429,2.078110361,0.363985186,-0.169700039,-0.582442741,0.472090497,1.863526826,-0.149252644,2.636228941,2.766738498,0.789272397,-2.641468863,1.761885434,0.649591766,1.510898911,-3.903091933,0.200542621,2.347068295,1.640347427,-1.065179576,-0.173357646,-0.691705786,0.219058623,2.167713257,1.661444241,0.364244174,-0.885562717,1.524436407,2.158542895,-0.614117176,-2.001132378,0.469556703,5.224939047,-6.207239138,3.917886024,-1.633069219,4.425272423,-2.098837548,-2.363882826,-0.179650252,-0.078302102,1.028701321,2.970987302,5.978361091,1.05894454,-1.818253537,-0.899897271,1.205186378,-0.29535123,0.213538664,-1.746491206,1.168274888,-0.414715844,1.173273651,-2.147099167,0.659732259,-2.491143648,0.180046683,0.1154124,-3.360672578,-0.446782381,0.742681915,-0.622340621,-2.477264432,0.159525312,0.30041898,-3.185445913,2.990394045,2.418318711,-1.109781594,1.39930299,0.824411548,-0.711868218,-0.712344213,-0.488547588,0.220844082,-0.273665771,1.082773664,-1.915839854,1.584359034,-0.716366518,1.75253087,4.210873398,-1.511810109,0.809613158,-2.303783777,-1.244016591,1.283334085,3.904544068,-1.097723282,1.895515017,-0.404357289,1.097173502,0.741665503,5.030155802,-1.667891171,3.435815005,-1.107531794,1.722514546,0.30795256,1.608675746,-2.501910524,-1.212505784,0.486387803,3.782081076,0.14687834,0.291714088,-2.594924429,1.185038037,1.879947533,1.926100456,-0.397612507,2.244797229,0.689353485,-4.280930719,1.9617564,-3.804810728,-2.934975604,1.303478484,-0.493870719,2.792285888,-1.109138041,3.752730761,0.850637613,0.992350582,-2.37198052,-2.549809181,-1.832471467,1.920709084,-1.548115219,-3.891577473,-0.421532632,-1.303232436,0.244888665,-2.235336714,-1.571800773,0.687957743,0.446724021,-0.121360266,-3.025418585,3.649154006,-3.97570004,0.291477834,3.335154067,-3.825143758,-2.626637717,-1.045802921,2.044868696,2.144752475
0.051776244,-0.035566225,-1.673089458,1.046057446,-0.228824308,-1.972406172,0.162965712,-0.341157785,-4.116725281,3.575256604,-1.219683339,3.073233346,-2.351053822,2.587549895,2.647277471,7.335120581,-2.795329394,-0.588482501,2.033136021,0.86822014,-0.310033401,-2.000603222,-0.222032803,-2.053002625,-3.026316926,-0.068966466,3.400767837,1.235726645,-2.101517733,-1.57379151,-2.165218086,0.276151054,0.634485823,-0.091784052,-0.48105486,3.0487481,-1.357359814,1.77907012,-0.695245751,1.427510947,-3.577782801,1.865048799,2.698353192,-0.110228061,-0.91344016,-2.265805904,-0.93148501,0.116872772,0.149874742,0.06088513,2.389276404,2.582250172,-2.749682112,0.128075726,-0.113778051,-0.554895921,2.226253053,-0.388251521,-2.839364857,2.25213996,0.864069091,0.772018619,0.516255007,1.944333464,0.759892721,2.371259689,-2.332407025,1.304891388,-2.831774429,0.104393443,1.721251082,-0.723029556,-2.081727714,2.512713573,-1.031294459,0.25864235,-0.347811667,-0.367221383,-2.881339563,0.162128388,0.24061386,2.432050288,1.411727044,4.844150306,1.535039863,2.617772392,-1.524132382,2.293305628,-0.615361828,-0.642373674,0.563012353,0.420071838,-0.897255533,-3.68705125,0.100611127,4.633613449,2.66988971,-0.89530701,4.34791884,-1.760322484,1.712195254,0.864808595,1.986621263,-0.771674447,3.667806737,2.145444181,3.783927626,-3.029916636,-0.456148418,-1.191640858,0.972462623,-0.786856249,0.050915812,4.46435442,1.775977044,0.477719859,3.572959403,1.352300865,-1.464457389,2.184916308,-3.449587916,1.495282981,-1.590277551,-1.722993533,-1.554906988,0.691433174,-1.064975205,-0.35341945,1.223121628,0.203864854,3.201763481,2.231772747,-0.126734066,-0.839621307,1.64475821,-2.363995255,-3.008786884,0.263757959,0.385345004,-2.77378885,-2.730140047,-1.327264245,3.687881015,1.088863533,-3.10245694,0.926165568,-1.639274509,-0.25816331,-0.790432377,-0.341550234,0.209416436,-0.173449176,2.422828093,-1.42003173,-0.946821055,-0.480577295,-1.747636536,1.104121852,-0.592553088,-1.469597806,3.656822045,-2.619597999,-1.139258821,-0.94070236,0.281936088,3.753334694,-1.681000474,0.230991776,-0.75831703,0.660783035,-1.9784272,1.036384753,-0.639257869,-0.619599907,-1.990000759,3.552293186,0.348568751,-1.316100195,-2.984409007,2.733048325,-3.210114196,0.331579225,-3.543074852,2.634818214,-1.791334467,-1.639874995,0.854028454,-6.224080832,-1.13855084,-0.278993451,-5.848436559,-2.115938858,2.872418351,3.704565597,-2.25973761,2.235201548,0.794999825,0.897572061,1.487884059,-2.634151418
0.205215224,0.163853521,-0.582425088,2.477248819,-1.543738052,0.856052899,2.848990458,-1.318706499,1.041382275,0.020367394,1.510309671,4.00584827,-0.063373093,-1.53411064,2.654410768,1.770336719,-1.620779447,-1.658927697,0.618096322,2.645277153,-3.098996467,0.638884627,0.255716532,2.892200178,-1.214353643,2.391457745,3.025727989,1.06224616,1.504175402,-2.42521177,3.157014588,2.81140839,0.863207033,2.301189419,1.702457476,-0.904809023,1.472620236,-2.07518327,1.147067245,-2.949962561,-0.916498175,3.707455746,-2.043610321,1.208255667,1.343207797,-2.655625592,4.833384246,3.5346368,-1.75435513,-3.603337221,0.537944973,-2.106643107,-2.544558228,-1.8233094,-2.433582872,0.254559297,5.093753712,1.205344143,-2.712171118,-1.466784798,-1.854726617,3.80780239,-0.559456175,-0.621763619,1.466383351,0.962226493,-0.976483468,1.583262917,0.738564384,-2.255280715,-1.806010432,0.137327361,0.192897737,-0.686316774,-0.548251966,-1.253402883,-1.739163903,-1.120006352,1.934630904,1.486221978,-1.431547353,0.308849128,-0.721252283,-0.066736954,-1.978315576,-0.474602664,2.910121498,-2.909665266,-3.41345235,3.090179677,-0.062237842,1.646714893,1.069555516,0.243088142,3.932596383,2.851209666,0.635803819,-2.191425603,1.084126829,-0.173204549,-4.520924174,1.010464142,-2.35053279,-1.936696452,3.426147988,-1.030870765,-0.279056937,-0.046106692,0.344529419,0.459167405,-0.082044453,1.229625296,2.102136303,2.025055692,1.540236204,-0.250063375,-3.347310771,0.421194164,-0.082820539,1.452389878,-2.820068435,-1.253860518,1.159217991,-2.147929767,-2.231951101,-0.209336844,2.661766549,0.29638894,-2.829599673,-0.379520675,-0.986392245,0.410499775,0.870194893,0.088403695,1.709410333,2.765115215,2.244446342,-1.367173044,-1.268973774,2.332300527,-2.474343792,2.534638655,1.523235525,-1.194628334,-0.910685965,2.090215014,2.794192644,0.94598956,1.035799272,-1.248934632,-1.030360234,-1.280590257,-1.223254394,-2.801625731,1.413832449,-1.353204203,-0.836617486,0.614804551,0.759447265,2.534037569,3.02873328,-1.568465498,0.425641887,0.350187552,-2.228762459,1.206891062,0.583977833,0.667708615,-3.338815655,1.896090511,-4.690135101,-1.12747855,1.004614115,-0.731159771,2.847166779,3.596971276,1.194835274,-5.907677016,4.545663708,0.881720416,0.68554444,0.796911028,2.609919317,1.405224111,-0.741582236,1.682256673,-3.13540831,0.147902998,-0.884503961,3.956178805,-0.985058633,0.884015104,1.398927908,1.63311794,-0.406468786,0.297164068,0.764399234,1.439435,-0.784881719,1.593605686
-0.080357792,-0.090831614,2.505955817,0.942231045,1.850234071,0.956877837,0.29457224,1.307910337,-1.246199521,-0.765217893,-0.294567692,3.875232479,1.728656727,-0.758731023,-1.956313736,4.361185524,2.438828916,-1.220781545,0.054252179,2.39080662,0.761729341,2.840001929,-1.266821921,3.237385069,-0.684649047,-1.457160351,-1.258990511,2.950240672,1.331915057,-0.079885012,-1.010180045,-1.743125128,3.545840666,-0.793999656,3.77109016,-2.072794568,-2.684176488,-0.56006906,1.460964333,0.544311911,0.703868478,-0.057205137,0.769933688,0.791994383,0.002177694,-0.938324427,2.188008551,-0.623358803,-2.253107699,0.006744387,-3.85451441,-0.719897334,-1.639348121,1.564001321,-0.04944549,0.724372536,-0.93498944,-2.228659676,-0.041262803,0.622715739,-3.140969063,2.645639566,1.148741588,-1.738451338,0.996335644,2.123382835,-5.005658528,1.80184635,-2.363148441,-0.55000632,-0.236386401,1.599385626,0.70912829,-2.951796992,0.267179028,1.134372898,2.635813972,1.662397323,-1.988553823,0.88038462,-1.843985714,-0.033292022,0.81211987,-1.40267991,-0.908406625,-1.64656696,-1.227882144,-2.427528538,1.115755726,0.58907979,0.616087909,1.332438327,-2.842233845,-2.575848591,-2.942201687,-1.918736929,-0.667324587,1.044564426,1.907539145,-1.204858227,-1.668972297,0.459050528,2.085855662,-0.726623835,0.745196953,2.548242903,-0.534588341,-2.470588329,1.722972899,-1.158968197,-1.093296295,-1.83961909,0.26758546,2.0739382,-1.959283142,-0.395721782,-1.543862817,-2.464341279,-0.989962044,-0.02987061,-4.135983747,2.033575833,-1.302063315,-1.267534742,-1.648437105,-1.973195818,-3.362077246,-0.344221346,2.4082346,1.280608875,0.453557824,2.731936839,-1.064547515,1.325421439,-1.583152122,3.051125989,-1.744205998,-3.013643578,0.965127538,1.620668983,0.859985727,-2.193790333,0.250400413,3.42876129,3.459541895,1.017439724,1.999915499,-0.594944153,0.489946581,-0.43069489,3.178233338,0.740862324,-4.195550635,3.363173926,0.940907604,-1.769629828,2.679332771,5.939847404,-0.043884409,2.502199776,-1.080847952,-2.143845111,-0.206083408,-0.699545462,0.331286975,-0.227160671,0.124844534,0.292975688,0.564762417,-2.064483263,-1.106175675,0.458817344,-0.785154475,-2.239225417,-3.631035996,1.205619118,-0.362280462,-0.319919487,2.826322567,-4.473833308,-1.388874149,2.312362713,0.054999615,-3.367056463,3.778001099,1.060684508,-0.085012056,1.624729011,-1.15410657,0.388420558,-1.925619043,-3.064256846,-2.729316628,-4.11245837,-3.041986095,-0.093435625,-2.18825697,-0.248014549,-2.295462315,-1.5115354
